urls,titles,authors,published_dates,articles_content
https://mb.com.ph/2021/02/18/senators-predict-smooth-sailing-for-bill-relaxing-rules-on-covid-19-vaccine-procurement/,Senators predict smooth-sailing for bill relaxing rules on COVID-19 vaccine procurement,by Mario Casayuran,"Published February 18, 2021, 12:53 PM","SenatorsChristopher Lawrence “Bong” Go and Juan Edgardo “Sonny” Angara are convinced that the bill proposing to relax rules on coronavirus disease (COVID-19) vaccines will hurdle Senate approval with ease.
(Photo by John Cairns / University of Oxford / AFP / FILE PHOTO / MANILA BULLETIN)
Aside from Go and Angara among the principal-authors, 15 more senators have co-authored Senate Bill (SB) 2057 or the COVID-19 Vaccination Program Bill.
Go, chairman of the Senate Committee on Health,has co-sponsored SB 2057 designed to hasten the procurement of coronavirus disease (COVID-19) vaccines.The measure allows local government units (LGUs) to procure vaccines and make advance payments, and to include an indemnification fund requested by vaccine manufacturers to cover the possible expenses and claims arising from adverse effects of the vaccines.
AccordingAngara, the principal sponsor of the measure to hasten the process of procurement and administration of the COVID-19 vaccines, the measure gives authority to the Department of Health (DOH) and the National Task Force Against COVID-19 to “undertake negotiated procurement of COVID-19 vaccines and the ancillary supplies and services for their storage, transport, and distribution.”
If required by the supplier, manufacturer, distributor, contractor or consultant, the bill also allows LGUs procuring their own vaccines to pay in advance not more than 50 percent of the contract price.The said measure was also co-authored by Senate President Pro-Tempore Ralph G. Recto, Senate Majority Leader Juan Miguel Zubiri, and Senators Imee R. Marcos, Grace Poe, Pia S. Cayetano, Ramon ‘’Bong’’ Revilla Jr., Francis Tolentino, Sherwin Gatchalian, Nancy Binay, Cynthia A. Villar, Risa Hontiveros, Francis Pangilinan, Emmanuel ‘’Manny’’ Pacquiao, Joel Villanueva and Richard J. Gordon.“In the spirit of bayanihan, some LGUs have entered into tripartite agreements with the national government and vaccine manufacturers and have allotted funds to help ensure the immediate and efficient roll-out of the COVID-19 vaccination program. Malaking tulong po ito. Sa kabila nito, marami pa tayong mga oportunidad upang magtulungan (This is a big help. Aside from this, there are more opportunities for us to work together), ”Go said.SB 2057 also proposes the creation of a COVID-19 National Vaccine Indemnity Fund. It will be administered by the Philippine Health Insurance Corporation (PhilHealth) and will be sourced from the 2021 national budget’s Contingent Fund.
“The Vaccine Indemnification Fund is intended to be earmarked exclusively to compensate and indemnify identified vaccine recipients who sustain injury in connection with the use of the vaccines and where the adverse effects may be attributed to the vaccination,” Go explained.He added that, according to vaccine czar Secretary Carlito Galvez Jr., all vaccine manufacturers require indemnity and liability frameworks, which include setting up an indemnification fund backed by legislation to safeguard them from possible liabilities.
Go also emphasized and commended the inclusion of a provision in the Committee Report that would waive the requirement of Phase 4 trials for COVID-19 medication and vaccine stipulated in the Universal Health Care (UHC) Law to expedite the procurement of the COVID-19 vaccine.
“The provision under Bayanihan 2 is due to expire next month which is why this provision is needed to cover the ongoing procurement of vaccines,” Go explained.
The Health Technology Assessment Council will now have the authority to make recommendations to the DOH and the PhilHealth on COVID-19 vaccines based on preliminary data from Phase 3 clinical trials and World Health Organization (WHO) recommendations.
“I just want to underscore that to ensure safety, there must be an Emergency Use Authorization from the Food and Drug Administration,” Go suggested. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/18/dilg-orders-pnp-to-arrest-bogus-covid-19-vaccine-sellers/,DILG orders PNP to arrest bogus COVID-19 vaccine sellers,by Chito Chavez,"Published February 18, 2021, 12:22 PM","
Amid persistent reports that fake vaccines for Corona Virus Disease (COVID-19) are being sold and and are being administered in some parts of the country, the Department of Interior and Local Government (DILG) ordered the Philippine National Police (PNP) on Thursday, Feb 18, to exercise extra vigilance to arrest groups selling or administering fake doses for the virus.
(Pexels)
The order came after Pasig City Mayor Vico Sotto posted on Twitter a picture of supposedly fake Pfizer-BioNTech COVID-19 vaccines and warned the public not to purchase them. There were also reports that fake COVID-19 vaccines are being circulated in the market as the demand for vaccination increases.
DILG officer-in-charge (OIC) Bernardo C. Florece, Jr. pointed out that errant groups have taken advantage of the pandemic and are now engaged in transactions involving fake COVID-19 vaccines.“I am directing the PNP to arrest these criminals and ensure that these bogus vaccines are taken off the market,” Florece said.
He insisted the PNP must work double time in “making certain that no bogus coronavirus vaccines are sold to unsuspecting people.’’ Florece noted that all possible areas such as air and sea ports where illegal supplies of fake coronavirus vaccines may enter the country must be properly and strictly monitored by the PNP Aviation Security Group and Maritime Group, among others. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/18/senators-worry-about-supply-of-covid-19-vaccine-heres-why/,Senators worry about supply of COVID-19 vaccine. Here’s why,by Hannah Torregoza ,"Published February 18, 2021, 11:44 AM","
Senators on Thursday lamented how the Philippines is still scrambling to secure COVID-19 vaccine supplies and is lagging behind several countries in its vaccination plans.
(Photo by Andrej ISAKOVIC / AFP / FILE PHOTO / MANILA BULLETIN)
Senator Nancy Binay said she is disappointed that at this point the only thing that is certain is that the Philippines still has to wait for vaccines supplies to arrive in its ports, despite the series of dry runs the government task force for COVID-19 has already done.
“Parang at this point, ang sigurado lang ay hindi sigurado kung kelan dadating yung bakuna (at this point, it seems what is certain is that it is uncertain when the vaccines will arrive),” Binay said in an interview over ANC’s Headstart.On the other hand, she said, Congress has been doing its best to respond to the request of the government’s task force in order to expedite the roll out of the vaccination program.
“I think we’ve proven within ourselves na kapag may hiniling ang (that whenever there is a request from the) executive department, we deliver.
“You can see that when we passed Bayanihan 1 and 2, yung FIST—anything that would help us recover from this pandemic. Mabilis pa kami sa alas-singko na magta-trabaho (we go to work immediately),” she said of the two COVID-related laws and the Financial Institutions Strategic Transfer Act which provides insulation against shocks to the Philippine banking sector.
Senate Minority Leader Franklin Drilon, during the Senate’s session on Wednesday, also expressed fears, pointed out many are still baffled by the country’s current situation as countries like Singapore, Indonesia, Cambodia, Vietnam, Laos and Myanmar have already started rolling out COVID-19 jabs.“Bakit tayo hanggang ngayon, wala pa rin? (Why is it that until now we still have nothing?)” Drilon pointed out.
“Each day we fail to start the vaccination raises the risk of further spread of the virus and makes our economic recovery longer,” he lamented.
Drilon noted the government has not signed any supply agreement for COVID-19 vaccines. This, he said, would pose as a great risk apart from Filipinos’ lack of confidence in the vaccines themselves.
 Sen. Juan Edgardo “Sonny” Angara on Wednesday said supply agreements for the Philippines’ procurement of COVID-19 vaccines may be signed by the end of February.
Angara made the remark when he defended Senate Bill No. 2057 that seeks to expedite the purchase and administration of the vaccines and establishing a P500-million indemnification fund.
Vaccine czar Carlito Galvez, Jr. had earlier said the government is still finalizing the supply agreement with manufacturers Sinovac, Novavax and Moderna. Galvez has been prodding Congress to pass an indemnification law, which he said is required by the COVAX facility. COVAX is a globally-pooled vaccine procurement and distribution effort to ensure fair and safe distribution of COVID-19 vaccines. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/18/covid-19-vaccines-online-or-in-development/,COVID-19 vaccines online or in development,by Agence France-Presse,"Published February 18, 2021, 6:28 AM","(Photo by MEHDI FEDOUACH / AFP/ MANILA BULLETIN)With several COVID-19 vaccines either being rolled out or under trial, here is a rundown of the various stages of their development.
– On the marketPFIZER/BIONTECH
The mRNA vaccine developed by US pharma giant Pfizer and German start-up BioNTech is already approved for use in the European Union, the United States, Canada, Britain and several other nations.Clinical trials showed the vaccine, which delivers instructions to the body to help the immune system identify and destroy COVID-19 molecules, is more than 95 percent effective.
MODERNA
Another mRNA vaccine, with a 94.1-percent efficacy rate, has been approved for use in the EU, North America, Britain, and several other nations, including Israel and Singapore.
ASTRAZENECA/OXFORDThis viral vector vaccine is authorised for use in the EU, Britain and other countries such as India.
It was shown to be 60 percent effective in trials, but a relative lack of safety and efficacy data among older participants has led several countries to recommend against administering the vaccine to those over 65.
SPUTNIK VRussia’s vaccine works in a similar way to the AstraZeneca/Oxford jab, but has a 91.6-percent efficacy according to trial results.
More than a dozen nations have authorised its use, including Belarus, Armenia, Iran, Algeria, Argentina, South Korea and Venezuela.
Its makers have begun the process of asking for approval from the European Medicines Agency. Hungary is the sole EU member state that has started administering doses.
SINOPHARM
Two vaccines developed in China use the traditional technique of injecting the deactivated virus in order to trigger an immune response.As well as the United Arab Emirates, Hungary, Cambodia, Peru and Zimbabwe have all started administering the vaccine, which its makers say is 79 percent effective.
SINOVAC
The other Chinese-developed vaccine uses a similar technique and is authorised for use in China, Chile, Brazil and Turkey.
Others such as Ukraine and Uruguay have pre-ordered doses.Its makers say it is 50 percent effective against COVID-19 (and 80 percent effective against severe illness), but trial results have not yet been made public.
JOHNSON & JOHNSON
The US pharma giant has asked for emergency use authorisation for its single-shot vaccine in the US and EU.
South Africa became the first country to begin administering the Johnson & Johnson vaccine after saying it would prioritise its procurement over the AstraZeneca jab.Trials showed it to be 66 percent effective against COVID-19 and up to 85 percent effective against serious forms of infection.
BHARAT BIOTECH
This inactivated virus vaccine is used currently in India.
CANSINO
A Chinese-made viral vector vaccine was authorised for use in Mexico last week, but has not yet been administered to the public.
– Authorisation pending
NOVAVAX
This American vaccine is under rolling review by the EMA, which has the ultimate say on EU medical authorisations.
It is based on “sub-unit” proteins that trigger an immune response without delivering the whole virus.Its makers say it is 89.3 percent effective.CUREVAC
The German vaccine entered EMA review last week. It uses similar technology to the Moderna and Pfizer/BioNTech jabs.
– Still in development
The World Health Organization says there are currently 69 vaccines against the novel coronavirus in human trials.An additional 180 candidate vaccines are under development, but have yet to begin testing on humans. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/18/un-urges-global-covid-vaccine-plan-warns-of-dangerous-inequity/,"UN urges global COVID vaccine plan, warns of dangerous inequity",by Agence France-Presse,"Published February 18, 2021, 6:18 AM","
The United Nations on Wednesday led calls for a coordinated global effort to vaccinate against COVID-19, warning that gaping inequities in initial efforts put the whole planet at risk.
A health worker waits to administer the Johnson and Johnson vaccine at the Chris Hani Baragwanath Hospital in Soweto, South Africa
Foreign ministers met virtually for a first-ever UN Security Council session on vaccinations called by current chair Britain, which said the world had a “moral duty” to act together against the pandemic that has killed more than 2.4 million people.
Secretary-General Antonio Guterres voiced alarm that just 10 nations have administered 75 percent of doses so far — and 130 countries have had none at all.“The world urgently needs a global vaccination plan to bring together all those with the required power, scientific expertise and production and financial capacities,” Guterres said.
He said the Group of 20 major economies was in the best position to set up a task force on financing and implementation of global vaccinations and offered full support of the United Nations.
“If the virus is allowed to spread like wildfire in the Global South, it will mutate again and again. New variants could become more transmissible, more deadly and, potentially, threaten the effectiveness of current vaccines and diagnostics,” Guterres said.
“This can prolong the pandemic significantly, enabling the virus to come back to plague the Global North.”Henrietta Fore, head of the UN children’s agency UNICEF, said: “The only way out of this pandemic for any of us is to ensure vaccinations are available for all of us.”
– Gaps in efforts –
Mexican Foreign Minister Marcelo Ebrard denounced the “injustice” of what he called a “deepening gap” as wealthy countries “monopolize the vaccines.”
There is already a plan to help developing nations — Covax is an initiative funded by donors and governments that aims to procure two billion vaccine doses in 2021 with options for a further billion.Covax will soon be able to start delivery of vaccines after the World Health Organization approved the shot developed by AstraZeneca, on which the initiative is almost entirely reliant in its first wave.
But aid groups say that many people still risk being left out due to a shortfall in Covax funding to arrange the administration and delicate transportation of vaccines as well as conflicts that make inoculation efforts impossible.
Britain, one of the largest contributors to Covax with a commitment of £548 million ($760 million), reiterated a UN call for temporary ceasefires to allow vaccinations, estimating that more than 160 million people were at risk in conflict zones.
“We have a moral duty to act, and a strategic necessity to come together to defeat this virus,” Foreign Secretary Dominic Raab said.
In his first Security Council appearance, US Secretary of State Antony Blinken vowed that President Joe Biden’s administration would take a leadership role after reversing Donald Trump’s decision to pull out of the World Health Organization.Blinken said the United States would pay up its more than $200 million in obligations to the UN body by the end of the month and make a “significant” contribution to Covax.
“The United States will work as a partner to address global challenges,” Blinken said.
– Pressure on China –
But Blinken vowed to press for improvements in the WHO, which Trump, under fire for his own handling of the pandemic, accused of being beholden to China and not stopping the deadly virus.
“All countries must make available all data from the earliest days of any outbreak,” Blinken said, in a veiled renewal of US criticism that China has not cooperated with a WHO probe into how the virus first emerged in 2019 in Wuhan.
Chinese Foreign Minister Wang Yi warned in his remarks against “attempts to politicize the pandemic” and renewed Beijing’s offer of 10 million doses of its homegrown vaccine to Covax.
“We should come together to reject vaccine nationalism,” he said.
One immediate question for the United Nations is whether its own peacekeepers should have priority in vaccination.
India, a leading exporter of vaccines, announced a donation of 200,000 doses for UN peacekeepers.
“The pharmacy of the world is stepping forward to meet the global vaccines challenge,” Foreign Minister Subrahmanyam Jaishankar said.
One discordant voice at the Security Council was Russia, which has been promoting its own vaccine and only put forward its UN ambassador, Vassily Nebenzia, to the UN session.
He said that vaccinations were a matter “for specialized UN agencies” and “exceed the jurisdiction of the Security Council.”SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/17/govt-yet-to-sign-covid-19-vaccine-deals-senators-told/,"Gov’t yet to sign COVID-19 vaccine deals, senators told",by Vanne Elaine Terrazola,"Published February 17, 2021, 9:18 PM","
Unlike local government units (LGUs) and the private sector, the national government has yet to perfect contracts with the pharmaceutical companies for the purchase of COVID-19 vaccines.
(MANILA BULLETIN FILE PHOTO)
National Task Force against COVID-19 chief implementor and vaccine czar Carlito Galvez Jr. disclosed this to senators Wednesday during the plenary discussion on the bill that would expedite the procurement of coronavirus vaccines.
“Wala pa ho daw (There is none yet),” said Senator Juan Edgardo “Sonny” Angara, the bill’s sponsor, as he quoted Galvez who was present in the Senate, along with Health Secretary Francisco Duque III, to aid in the interpellations.Angara said he was told, on the other hand, that local governments have already signed “a number of contracts”, even as they have not yet issued down payments for the vaccine supply.
As for the private sector, the senator was informed the private firms have perfected contracts and already made 50-percent down payment for six million doses of the vaccine.
Galvez, however, pointed out that the procurements of the LGUs and the private sector were done through tripartite agreements involving the national government.“So ang private sector may perfected contract, may downpayment; ang local government may perfected contract pero wala pang downpayment. Ang national government walang perfected contract, walang downpayment (So the private sector already has a perfected contract and downpayment; while local governments have perfected contracts but no downpayment. But the national government has no perfected contract or downpayments yet)?” Senate President Pro Tempore Ralph Recto said.“Tama po, ang pinakasigurista po ‘yong national government ho (Yes, the national government was the most perfectionist of them all),” Angara confirmed.
Galvez earlier blamed the delay in the delivery of the Pfizer vaccines to the country on the lack of an indemnification law that would ensure compensation in case of adverse reactions to their products.
He said the World Health Organization-led COVAX Facility, from the which the Pfizer vaccines will be acquired, requires governments to have an indemnity mechanism.But Recto observed that an indemnification law may “not be necessary” since LGUs and private firms managed to perfect contracts and make down payments prior the passage of such law.
“I’m just trying to wonder why we have not been able to sign any contract, the national government?…And I don’t see anything here in this bill that would hasten the procurement by the national government,” he said.
The government is looking to implement the vaccination program within the first quarter of this year, with 50 to 70 million Filipinos targeted to be given the COVID-19 vaccines.
During the plenary debates, Angara, still quoting Galvez, said the government expects to sign a “few” supply agreements with vaccine makers by the end of February. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/17/uk-holds-knowledge-clinic-for-safe-covid-19-vaccine-delivery-in-ph/,UK holds knowledge ‘clinic’ for safe COVID-19 vaccine delivery in PH,by Roy Mabasa,"Published February 17, 2021, 6:17 PM","
The British Embassy in Manila on Wednesday announced the launching of the United Kingdom-Philippines Vaccine Clinic to help in the safe delivery of the COVID-19 (coronavirus disease 2019) vaccine in the Philippines.
British Ambassador Daniel Pruce
Together with the University of the Philippines – College of Public Health, the knowledge-exchange clinic pools technical resources between the UK and the Philippines to share learning on safely delivering the vaccine.
British Ambassador Daniel Pruce said the clinic echoes the Philippine government’s ‘one of society’ approach in tackling COVID-19 and demonstrates the Filipino value of ‘walang iwanan’ (nobody is left behind).“It is only by working together that we can end this global pandemic. And the UK, through the British Embassy in Manila, remains committed to supporting Filipinos access to vaccines, developed under transparent mechanisms and delivered safely and effectively,” Pruce said during the inaugural session on February 10, 2021.The UK Prosperity Fund-backed series will convene technical, scientific, and policy experts from the UK Vaccine Task Force, the Scientific Advisory Group on Emergencies, Health Education England and the National Health Service in sessions covering the following: deployment and procurement strategies; community-based vaccine delivery and administration; and tackling vaccine hesitancy.Earlier, the British government has allocated £548m to the United Nations-led COVAX Advance Market Commitment, which is aiming to distribute 1 billion doses of coronavirus vaccines to 92 developing countries this year.Early this month, the Global Vaccine Alliance (Gavi) designated the Philippines as among the first countries that could receive an indicative distribution of up to 10 million doses of COVID-19 vaccines; mostly of the Oxford-AstraZeneca vaccine developed in the United Kingdom through the COVAX Global Vaccines Facility. It is expected that the vaccine will start being available for delivery from the first quarter of 2021.National Task Force (NTF) chief Secretary Carlito Galvez Jr., thanked the British government for its support in helping the vaccination of about 9 million Filipinos in the first half of 2021League of Cities Vaccine Procurement Committee Chair and Iloilo City Mayor Jerry Treñas encouraged local governments to participate in the learning exchange webinars which he said will be of great help for local governments to inform strategies in administering vaccines through local health systems. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/17/can-people-with-allergies-take-the-covid-vaccine/,Can people with allergies take the COVID vaccine?,by Analou De Vera ,"Published February 17, 2021, 5:22 PM","PH Society of Allergy, Asthma and Immunology clarifies issues on adverse reactionsThe Philippine Society of Alergy, Asthma and Immunology assured the public that the benefits of COVID-19 vaccines far outweigh the potential risks of adverse reactions.
• The Philippine Society of Alergy, Asthma and Immunology said that the benefits of COVID-19 vaccines far outweigh the potential risks of adverse reactions.
• There are two kinds of possible reactions: Reactogenic and allergic reaction.• Examples of reactogenic reactions include pain and swelling in the injection site that occurs within the first three days.
• An allergy or hypersensitivity reaction is an exaggerate immune response to a usually harmless substance.
• People with allergy to food such as egg; allergy to inhalant allergens (such as) dust mites, pollens, pets; to insects; those with eczema, those patients with controlled asthma whether they are inhalers or not; those patients with allergic rhinitis whether they are on nasal sprays or not; patients with history of urticaria; patients who have history of rashes to oral medications can receive the vaccine.
An army health worker prepares a dose of Covishield, AstraZeneca/Oxford’s Covid-19 coronavirus vaccine made by India’s Serum Institute, at an army hospital in Colombo on January 29, 2021. (Photo by Ishara S. KODIKARA / AFP / FILE PHOTO / MANILA BULLETIN)
While people are waiting for the arrival of the vaccines against COVID-19, many stories about the vaccine – from the experiences of those who have already been given the second jab, to questions on who can be given the vaccines are crowding digital media.The Philippine Society of Allergy, Asthma, and Immunology (PSAAI) on Feb. 11 conducted a virtual forum titled “Allergies and COVID–19 Vaccines: A Heart to Heart Talk” to clarify the issues that are related to allergies.
Themain speakers were PSAAI President Dr. Rommel Crisenio M. Lobo and Dr. Maria Carmen D. Ang, a PSAAI member.
In the forum, Dr. Ang assured the public that the benefits of COVID-19 vaccines far outweigh the potential risks of adverse reactions. “Based on current data, the benefits of receiving the COVID-19 vaccine far outweigh the risk of an allergic reaction,” she said.Here are some of the issues related to allergies which were discussed by PSAAI doctors during the webinar:
Reactogenic reaction and allergic reaction
According to Dr. Ang, reactions to COVID-19 vaccine may occur, but not all reactions are allergic.
“Majority of the reactions are reactogenic. This means that since the vaccines stimulate the immune system, they may cause side effects. Reactogenic reactions are not the same as allergic reactions,” she said during the media forum.
(Daniel Schludi / UNSPLASH / FILE PHOTO / MANILA BULLETIN)
The official statement of PSAAI posted on their website explained: “A reactogenic reaction is an inflammatory, response that occurs after vaccination.”
In the forum , Dr. Ang said: “Examples of reactogenic reactions include pain and swelling in the injection site that occurs within the first three days. It can be systemic like headache, muscle pain, fever and chills, vomiting, tiredness, and body aches.”Dr. Ang said that those reactions are usually gone within one to three days and can be managed withparacetamol, pain relievers, hydration, or cold compress.
Anaphylaxis
On the other hand, “allergy is an exaggerated immune response to a usually harmless substance,” said Dr. Ang. Anaphylaxis is a type of severe allergic reaction.
The PSAAI statement in its website explained: “Anaphylaxis, which is a severe type I reaction, is rare with an estimated incidence of 11.1 per 1million doses of mRN COVID-19 vaccines. The incidence of anaphylaxis to other covid-19 vaccines is currently unknown.”
(Photo by Dogukan Keskinkilic / FILE PHOTO / MANILA BULLETIN)
In the forum, Dr. Ang explained: “Patients who develop anaphylaxis can have two or more organs involved and these may result in developing symptoms such as rashes or hives, difficulty breathing, abdominal pain, vomiting, swelling of the face, low blood pressure, fast heart beat.” Anaphylaxis usually happens within the first 15 to 30 minutes after injection.
However, Ang said that “severe allergic reactions are rare.” She said that “mild allergic reactions are managed with antihistamines. Anaphylaxis is rare and (this is) managed with epinephrine.”
Dr. Ang and Dr. Lobo said that they have not heard of deaths due to anaphylaxis that can be linked to COVID-19 vaccines.
People with allergies
Ang said that people with allergy to food, inhalant allergens, among others, can take the COVID-19 vaccine.
“Patients with allergy to food such as egg; allergy to inhalant allergens (such as) dust mites, pollens, pets; to insects; those with eczema, those patients with controlled asthma whether they are inhalers or not; those patients with allergic rhinitis whether they are on nasal sprays or not; patients with history of urticaria; patients who have history of rashes to oral medications can receive the vaccine,” she said.
Allergic reaction to other vaccines
Meanwhile, patients who had “an immediate allergic reaction to other vaccines other than the COVID-19 vaccines and other injectable medications, need further evaluation by an allergist/ immunologist if they can receive the COVID-19 vaccine or not,” said Ang.This file photo taken on January 08, 2021 shows empty bottles of Pfizer-BioNTech Covid-19 vaccine at the Emile Muller hospital in Mulhouse, eastern France.
(Photo by SEBASTIEN BOZON / AFP / FILE PHOTO / MANILA BULLETIN)
“If they are cleared for vaccination, they should be observed for at least 30 minutes,” she said.Who should not receive the second dose of COVID-19 vaccines?
The patients who had mild or severe allergic reactions to the first dose are advised not receive the second dose, said Dr. Ang.
“Patients with immediate allergic reaction whether mild to severe, such as anaphylaxis, after the first dose of COVID-19 vaccine should not receive the second dose,” said Ang.
A health worker holds a vial of Russia’s Sputnik V (Gam-COVID-Vac) Covid-19 vaccine in Belgrade Fair turned into a vaccination centre, on February 4, 2021.
(Photo by Andrej ISAKOVIC / AFP / FILE PHOTO / MANILA BULLETIN)
“Those patients with a history of allergic reactions to any component of the COVID-19 vaccine, such as polyethylene glycol (PEG) or polysorbate should not receive the vaccine as well. These patients should be referred to an allergist or immunologist for further evaluation,” she added.
Those who experienced reactogenic reactions
PSAAI President Dr. Rommel Lobo said that those who experience reactogenic reactions (injection site pain, among others) should take the second dose of COVID-19 vaccines.
Vaccination sites ready for patients with allergic reactions
The PSAAI said that healthcare workers who will be manning the vaccination sites are trained to manage allergic reactions. Vaccine recipients will be first screened by the health workers before the vaccine will be injected to them.
“Yes, they are trained in recognizing and giving the first intervention which is your epinephrine. Firstly, you will not be vaccinated right away. In the vaccination site, the doctors and nurses there have a checklist to screen vaccinee if they are fit to be vaccinated,” said Dr. Lobo.
“Epinephrine will be made available in the vaccination centers.Patients who undergo vaccination will be observed for 30 minutes. If during the 30 minutes, the doctor there would say that the patient is having anaphylaxis, then epinephrine will be injected and the patient will be brought to the nearest (hospital) ER (emergency room),” said Dr. Maria Carmela Kasala, a member of PSAAI.
(The complete position statements of the PSAAI on COVID-19 vaccines and adverse reactions are published in its website.) SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/17/senate-commits-swift-approval-of-indemnity-bill-for-covid-19-vaccine-program/,Senate commits swift approval of indemnity bill for COVID-19 vaccine program,by Vanne Elaine Terrazola,"Published February 17, 2021, 3:04 PM","
Senate Majority Leader Juan Miguel Zubiri on Wednesday assured the swift passage of the bill that would speed up the purchase of COVID-19 vaccines and ensure compensation for those who will experience adverse effects after their immunization.
Senate Majority Leader Juan Miguel “Migz” F. Zubiri (Alexis Nueva España/Senate PRIB)
Zubiri said the Upper Chamber will be prioritizing Senate Bill No. 2057, or the proposed “COVID-19 Vaccination Program Act of 2021”, saying he scheduled plenary discussions on the bill for their Wednesday session.
” We scheduled it first hour this afternoon, matatapos po namin ito, mamayang hapon (we can finish it this afternoon). We commit that,” the Senate official said on the government’s daily Laging Handa public briefing, February 17.Should President Duterte certify the measure as urgent, as Cabinet members had appealed, Zubiri said the Senate could pass the bill on final reading immediately.
“Kung ma-certify po siya as urgent ng Malacañang,pwede po natin ma-second and third reading ngayong hapon (If Malacañang certifies this as urgent, we can pass it on second and third reading also this afternoon),” he said.
“Kung meron pong kaibahan ang Senate and House version baka mag-bicam itong weekend na ito (if there are differences in the Senate and House of Representatives’ versions, we can have the bicameral this weekend). Hopefully, we can ratify this by Monday next week,” he further said.
” Hopefully, before the end of the month, maging batas na ito, kung pirmahan agad ng Presidente (this will become a law, if the President signs it immediately),” he continued.On Tuesday, February 16, Senate finance committee chair Senator Juan Edgardo “Sonny” Angara sponsored SB No. 2057, which proposes to allow local government units (LGUs) to procure COVID-19 vaccine and services for their storage, transport and distribution. The bill also allows LGUs to make advanced payments to vaccine makers to secure supplies.
But LGUs would only be allowed to purchase vaccine supplies of up to 50 percent of their target population, with priority given to frontline health workers senior citizens and indigent persons.
The purchase must also be still be done in coordination with the Department of Health (DOH) and the National Task Force (NTF) against COVID-19.Senate President Pro Tempore Ralph Recto said these provisions would ensure that LGUs will not go on a “shopping spree” of COVID-19 vaccines and that “vaccine equitability will be honored.”
The bill also provides a P500-million indemnity fund in case of death or severe adverse effects following the immunization. The appropriation, sourced from the contingent fund under the 2021 General Appropriations Act, would be administered by the Philippine Health Insurance Corporation.
The bill also seeks to grant public officers, employees, contractors or volunteers immunity from liability over claims related to the administration of the vaccines. The DOH would be tasked to provide the guidelines and identify the persons to be covered by this provision. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/02/17/vaccinators-ready-as-soon-as-covid-19-vaccines-arrive-dizon/,Vaccinators ‘ready’ as soon as COVID-19 vaccines arrive — Dizon,by Gabriela Baron,"Published February 17, 2021, 1:24 PM","
National Task Force (NTF) Deputy Chief Implementer Vince Dizon on Wednesday, Feb. 17,assured that vaccinators are ready to inoculate Filipinos as soon as the vaccines arrive from the COVAX facility.
(JANSEN ROMERO / MANILA BULLETIN)
In a virtual press briefing, Dizon said the national government and local government units have trained enough vaccinators and are ready to vaccinate 50 million to 70 million Filipinos in 2021.
“Tutulong din po sa atin ang iba’t ibang NGO (non-government organizations) tulad ng Philippine Red Cross at private sectors (Various NGOs such as the Philippine Red Cross and private sectors will also help us),” Dizon said during Laging Handa briefing.“Tayo po ay kampante at ready na po tayo pagdating po ng mga bakuna unang-una dahil sa COVAX facility ay magsisimula na po immediately ang ating program (We are confident and ready to start our vaccination program as soon as the vaccines from the COVAX facility arrive here),” he added.
The testing czar also said the indemnification law is standard to all vaccine manufacturers, not only in Pfizer.
“Yan po ay standard at lahat po ng vaccine manufacturer ay nangangailangan nito dahil itong mga bakunang ito hindi pa natatapos ang product registration sa buong mundo (That is standard to all vaccine manufacturers, it is needed because these vaccines have not yet completed product registration worldwide),” Dizon said.
“Sila po ay undergoing trials pa, most of them Phase 3 trials pa. Pero kailangan na natin silang gamitin dahil emergency situation na ang COVID-19 sa buong mundo. Wala pong pagkakaiba ang mga indemnification process (Vaccines are still undergoing trials, most of them are still in the Phase 3. But we need to use them because there’s an global emergency situation because of COVID-19. There’s not difference in the indemnification process),” he clarified.The Philippines’ lack of an indemnification law, which ensures compensation for COVID-19 vaccine recipients who sustain injury or any adverse effects from the jab— has delayed the arrival of 117,000 doses of Pfizer COVID-19 vaccines.
In an interview with ANC last week, vaccine czar Secretary Carlito Galvez Jr. said the arrival of Pfizer COVID-19 shots could have been delivered to the country mid February if the Philippines had its own indemnification law. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
