urls,titles,authors,published_dates,articles_content
https://news.abs-cbn.com/news/03/05/21/300-fabella-hospital-workers-sign-up-for-sinovac-jabs,300 Fabella Hospital workers sign up for Sinovac jabs,ABS-CBN News,Posted at Mar 05 2021 07:08 AM,"Watch more in iWantTFC
MANILA - About 300 workers of Dr. Jose Fabella Memorial Hospital in Manila have signed up to be inoculated against COVID-19 using China's Sinovac Biotech vaccine.
A ceremonial vaccination is scheduled at 8 a.m. Friday, Dr. Diane Cajipe, the hospital's spokesperson, told ABS-CBN News.
The recipients were chosen after they were screened last week. Most of the workers were highly exposed to COVID-19 or those who handled patients who have caught the disease.
Those who will receive the CoronaVac shots will be monitored for several hours at a post-vaccination area, Cajipe added.
In a survey last month, half of the 1,500 employees of the hospital said they were willing to be vaccinated against COVID-19.
Philippine health authorities started administering COVID-19 jabs Monday, a day after some 600,000 doses of CoronaVac arrived from China.
Philippines begins COVID-19 vaccination drive
As of Thursday, more than 9,000 people in the country have been vaccinated so far against the novel coronavirus.
More than 9,000 vaccinated vs COVID-19 in Philippines so far: official"
https://news.abs-cbn.com/news/03/04/21/veterans-hospital-open-to-probe-of-house-lawmakers-covid-19-vaccination,Veteran's hospital open to probe of House lawmaker’s COVID-19 vaccination,ABS-CBN News,Posted at Mar 04 2021 06:09 PM,"Quezon Rep. Angelina ""Helen"" Tan, M.D. during her guesting at ANC's Headstart on February, 2020. Michael Bagtas, ABS-CBN News
MANILA - The Veterans Memorial Medical Center (VMMC) said Thursday it is open to the plan of the COVID-19 National Task Force to look into a lawmaker’s recent vaccination against COVID-19 there.
Vaccine czar Secretary Carlito Galvez earlier said in a television interview that they plan to investigate the inoculation of government officials supposedly with the Chinese-donated vaccines, which are meant for health workers.Quezon Rep. Helen Tan had said that she was vaccinated on the second day of the hospital’s vaccine rollout as her son works as a surgeon at the VMMC, where personnel have allocations for their families under the government's legal vaccination program.
READ: House health panel chair gets COVID-19 jab
But based on the government’s priority list, frontline healthcare workers, the elderly, and other frontline personnel should be vaccinated first, given limited supply of the COVID-19 jabs.VMMC Director Dr. Dominador Chiong Jr. said that Tan’s intention was given a different meaning when she accepted Sinovac’s COVID-19 vaccine.“Congresswoman Helen Tan, personal na opinyon ko lang ho ito (this is just my personal opinion), being the chairman of the (House Committee on) Health, even wanted to show to everyone that vaccination with the Sinovac would be most advantageous. With her position, she could have access to whatever vaccine she wants. Mukhang nababaligtad ‘yung intent eh (It looks like the intent became different),” said Chiong. RELATED VIDEO:Watch more in iWantTFC
He added that given the number of personnel under the Department of National Defense (DND), its attached agencies and the VMMC, the DND decided there is room to allow the allocation of vaccine doses to a maximum of three dependents per employee.
Sought for comment on reports that authorities want to investigate her vaccination, Tan said there is no need to investigate her vaccination.“I can’t see any reason for them to investigate. I am a medical doctor despite being a congresswoman. [A] part of my regular rounds every week is giving free consultation to sick people,” she said.Tan, in a separate statement earlier in the day, also said she did not receive any “special treatment” during the vaccination and that the COVID-19 vaccine was a “rightful allocation” to her given that her son works at the said hospital.The lawmaker also emphasized that her inoculation was legal.“In getting COVID-19 shot, it was my intention, more than anything else, to help boost vaccine confidence of the public in the face of widespread concerns of Filipinos on the COVID-19 vaccine's effects, efficacy, and safety,” the statement read.“As far as I know, I did not violate any existing laws, legal guidelines or regulations whatsoever when I took the jab,” she added.VACCINATION AT THE VMMC
Defense Secretary Delfin Lorenzana previously said that with just more than 14,000 who registered to get Sinovac’s COVID-19 vaccine in his department, they would only need close to 30,000 of the 100,000 doses donated by China.The rest, he said, would be given to the Armed Forces of the Philippines.
The VMMC, meanwhile, aimed to complete first the rollout of its Sinovac vaccine allocation before requesting AstraZeneca’s COVID-19 shots.
“Ang magpapabakuna lang ng AstraZeneca ‘yung hindi na-cover ng Sinovac by virtue ng age nila. Iilan lang naman ‘yung personal choice,” he added.
(Those who want to be vaccinated with AstraZeneca are only those people not covered with Sinovac by virtue of their age. Only some people had it as their personal vaccine choice.)VMMC sees increasing confidence in Sinovac's COVID-19 shots, as the hospital recorded steady growth in the daily number of vaccine recipients for the first three days of its inoculation program.The hospital vaccinated 365 of its personnel, as well as some staff from the DND, last Monday. It was also able to vaccinate some 776 personnel on Tuesday and 1,117 on Wednesday.
The Philippines has secured 600,000 COVID-19 shots from Beijing-based Sinovac Biotech, and is set to receive later Thursday 487,200 doses of the coronavirus vaccine from Britain's AstraZeneca.
— Reports from Vivienne Gulla and RG Cruz, ABS-CBN News"
https://news.abs-cbn.com/news/03/04/21/palace-admits-2-officials-not-on-priority-list-got-covid-19-shots,'In good faith': Palace admits 2 officials not on priority list got COVID-19 shots,ABS-CBN News,Posted at Mar 04 2021 03:39 PM,"Health workers get inoculated with the Sinovac COVID-19 vaccine at The Medical City in Pasig City on March 3, 2021. Jonathan Cellona, ABS-CBN NewsMANILA — Two officials not on the priority list for the COVID-19 vaccination rollout received shots out of ""good faith,"" Malacañang said on Thursday, as it admitted ""breaches"" in the Philippine inoculation strategy.Staff at the Pasay General Hospital had ""prompted"" Interior Secretary Jonathan Malaya and Metropolitan Manila Development Authority public services head Michael Salalima to get vaccinated, said Palace spokesman Harry Roque.""The two, in good faith, thought that they were doing the nation a service by having themselves vaccinated kasi nga, mataas pa iyong tinatawag nating distrust sa bakuna (because vaccine distrust is still high),"" he said in a televised press briefing.""Upon being prodded and being offered, and guided by their desire to increase public confidence in the vaccine, nagpabakuna po sila (they got vaccinated).""
Roque said Malaya was not aware that an advisory group had barred officials who could have served as ""influencers"" from taking COVID-19 shots, which should go to health workers amid still limited supply.The guideline ""was not really disseminated properly,"" said the Palace spokesman.
Roque said he almost got inoculated at the Philippine General Hospital because of this, but only did not get one because the COVID-19 shots ran out.
""Everyone should now know na talagang itong mga naunang dumating na mga bakuna ay para sa mga medical frontliners lamang,"" said the official.""Pero ngayon tingin ko malinaw na 'yan. Okay, hindi po tayo perfect sa pagpapatupad nitong protocol. Nagkaroon tayo ng kakaunting breaches. Pero we have learned from the breaches,"" he said.
(Everyone should now know that the vaccine which were first to arrive are exclusively for medical frontliners. But I think that's clear now. Okay, we are not perfect in implementing these protocols. We had some breaches. But we have learned from the breaches.)
The Philippines on Monday launched its vaccination drive with 600,000 COVID-19 shots from Beijing-based drugmaker Sinovac Biotech.Among the hardest-hit in Asia by the pandemic, the Philippines will receive later Thursday 487,200 doses of the COVID-19 vaccine from Britain's AstraZeneca.FAST FACTS: The COVID-19 vaccination rollout in the Philippines"
https://news.abs-cbn.com/business/03/04/21/vaccination-to-lead-to-economic-recovery-by-fourth-quarter-presidential-adviser,Vaccination to lead to economic recovery by fourth quarter: presidential adviser,ABS-CBN News,Posted at Mar 04 2021 06:28 PM,"Health workers get inoculated with the Sinovac COVID-19 vaccine at The Medical City in Pasig City on March 03, 2021. Jonathan Cellona, ABS-CBN News/File
MANILA - A rapid vaccination drive in the second and third quarters will lead to economic recovery by the fourth quarter, Presidential Adviser for Entrepreneurship and Go Negosyo founder Joey Concepcion said Thursday.
Arriving vaccines should be used for the vaccination program in the second and third quarters to help micro, small and medium enterprises bounce back, Concepcion said in a statement.
Election spending and the Christmas season can also help recovery, he said.
“With vaccines to start coming in by May onwards, especially in the third quarter, that will bring in a lot of confidence...the last quarter of 2021 which is Christmas, I believe is going to be the chance for many of our MSMEs to get back on their feet. That should be the time that the economy must really be bouncing back,"" Concepcion said.
""Upon the arrival of the vaccines, people must be vaccinated so that by the fourth quarter, consumer confidence would increase. Then we’ll have spending because of the Christmas season and the elections,"" he added.
Some 600,000 doses of Sinovac arrived in the country over the weekend while AstraZeneca jabs are expected to arrive on Thursday night.By May, there could be some 2.6 million doses of AstraZeneca vaccines through the ""A Dose of Hope"" program. The remaining 14 million doses will be delivered in the third quarter, he said.
Increased spending after the inoculation program complements existing stimulus packages such as Bayanihan to Heal as One Act and the CREATE bill meant to lower corporate income tax, he said.
Concepcion also pushed for further easing of restrictions by placing the entire country under modified enhanced community quarantine.
Gross domestic product (GDP) of the country contracted by 9.5 percent in 2020, its worst since the World War 2. It was growing at an average of 6 percent before the coronavirus pandemic.
PH posts worst GDP contraction since World War 2 with -9.5 pct growth rate in 2020
Philippine economy 2020: How it started vs how it's going
RELATED VIDEO:
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/04/21/pagbabakuna-sa-health-workers-sa-ibang-bahagi-ng-bansa-kasado-na,Pagbabakuna sa health workers sa ibang bahagi ng bansa sinimulan na,ABS-CBN News,Posted at Mar 04 2021 12:48 PM | Updated as of Mar 04 2021 07:23 PM,"Si Vicente Sotto Memorial Medical Center Director Dr. Gerard Aquino ang unang opisyal na nabakunahan kontra COVID-19 sa Cebu City. Annie Perez, ABS-CBN News
(UPDATE) Kasado na ngayong hapon ng Huwebes ang pagbabakuna kontra COVID-19 sa health workers sa Cebu City.
Dumating nitong Martes ang higit 7,000 doses ng Sinovac vaccine na ituturok para sa mga health worker sa Vicente Sotto Memorial Medical Center (VSMMC).
Libo-libong doses ng Sinovac vaccines dumating sa Cebu, Davao
Unang babakunahan si VSMMC chief Dr. Gerard Aquino, na susundan ng iba pang opisyal ng ospital.
Inaasahan ding magpapabakuna ngayong Huwebes si Dr. Jaime Bernadas, director ng Department of Health (DOH) sa Central Visayas, at chief pathologist na si Dr. Mary Jean Loreche.
Watch more in iWantTFC
Nakikipag-ugnayan naman ngayon ang VSMMC sa iba pang mga DOH-accredited hospital para sa mga health worker ng mga ito na interesadong magpabakuna ng Sinovac.
Target matapos ngayong linggo ng DOH sa Central Visayas ang pagbabakuna sa higit 2,000 health worker na pumayag magpaturok ng CoronaVac, ang bakunang gawa ng Sinovac.
Samantala, tuloy-tuloy naman ang pagdating ng Sinovac vaccines sa iba pang panig ng bansa.
Dumating din ngayong Huwebes sa Legazpi City Airport ang nasa 12,000 doses ng bakuna para sa 6,000 health workers sa Bicol Region.
Idaraos ang pagbabakuna sa 4 na pilot hospital sa rehiyon, kabilang ang Bicol Medical Center sa Naga City, Bicol Regional Training and Teaching Hospital sa Legazpi City, Bicol Region General Hospital and Geriatric Medical Center sa Camarines Sur, Bicol Medical Center at NICC Doctors Hospital sa Naga City.
Mula Legazpi City Airport, ibibiyahe ang mga bakuna papunta sa cold storage facility ng DOH-Bicol bago dalhin sa mga pilot hospital.
Sa Biyernes nakatakdang magsimula ang pagbabakuna sa rehiyon.
Nasa 8,700 doses ng bakuna rin ang dumating ngayong Huwebes sa Laguindingan Airport sa Misamis Oriental.
Dadalhin ang mga bakuna sa warehouse ng DOH-Northern Mindanao.
Inaasahang sa Biyernes mag-uumpisa ang pagbabakuna sa Northern Mindanao na gagawin sa Northern Mindanao Medical Center, ang COVID-19 referral hospital sa rehiyon.
Dumating naman sa Davao City ang 21,600 Sinovac vaccines, na dagdag sa 12,000 doses ng bakuna na natanggap ng lungsod noong Martes.
Sa Biyernes nakatakdang magsimula ang pagbabakuna sa Davao City, na idaraos sa Southern Philippines Medical Center.
Base sa Febraury 8 master list ng Davao City Health Office, nasa 16,677 medical front liners ang eligible o maaaaring mabakunahan laban sa COVID-19.
Umarangkada nitong Lunes ang COVID-19 vaccination program ng gobyerno sa ilang ospital sa Metro Manila.
Target ng pamahalaang mabakunahan ang nasa 70 milyon ngayong taon para makamit ang herd immunity, na isang paraan upang mapigil ang pagkalat ng COVID-19.
Pero tingin ng DOH ay mahihirapan ang bansa na maabot ang herd immunity kung patuloy na mag-aalangan at tatanggi ang mga Pilipino na magpaturok.
'Herd immunity mahihirapang maabot kung marami ang di magpapabakuna'
Maliban sa Sinovac vaccines, na dumating nitong Linggo at donasyon ng Chinese government, inaasahang darating ngayong gabi ng Huwebes ang higit 487,000 doses ng COVID-19 vaccine ng AstraZeneca mula sa COVAX Facility.
Sa tala nitong Miyerkoles, umabot sa 582,223 ang kabuuang bilang ng COVID-19 cases sa Pilipinas, kung saan 12,389 ang binawian ng buhay.
Unang nakapagtala ng COVID-19 case ang bansa noong Enero 30 ng nakaraang taon, sa isang Chinese female tourist na galing sa Wuhan City, China kung saan pinaniniwalaang nagmula ang naturang sakit.
– Ulat ni Annie Perez, Karren Canon, Rod Bolivar, at Hernel TocmoRELATED VIDEO:
Watch more in iWantTFC
Bisitahin ang Patrol.PH para sa iba pang mga balita."
https://news.abs-cbn.com/news/03/05/21/group-asks-doh-to-also-prioritize-old-sick-inmates-in-covid-19-vaccination,"Group asks DOH to also prioritize old, sick inmates in COVID-19 vaccination","Kristine Sabillo, ABS-CBN News",Posted at Mar 05 2021 01:14 AM,"MANILA — A support group for political prisoners on Thursday appealed to the Department of Health to include medically vulnerable inmates in the country’s COVID-19 vaccine prioritization plan.
“We thus press that the elderly PDLs (persons deprived of liberty) and those with grave illnesses, whom we focused on in our frustrated petition at the Supreme Court for humanitarian releases, be elevated for priority immunization as part of the most at-risk groups to directly control the spread of sickness and deaths inside prison facilities, which also affects the communities surrounding them,” said Fides Lim, spokesperson of KAPATID, a support group composed of families and friends of political prisoners.
The group released the statement after it initially asked the government to include prisoners in the country’s mass vaccination program. The DOH replied on Thursday to assure KAPATID that “groups at significant high risk including all Persons Deprived of Liberty (PDLs) as determined by the BJMP and BuCor, are included in the Priority Eligible Group B-9.”
Health Undersecretary Myrna Cabotaje wrote that “no Filipino will be denied for his/her right to get vaccinated with COVID-19 vaccine.”
Lim, wife of political prisoner Vicente Ladlad, said she worried about her husband who suffers from chronic obstructive pulmonary disease (COPD). COPD patients are among those at risk for severe COVID-19.
“Not a day passes that I also don’t worry for my own husband Vicente Ladlad, 71, a longtime activist foisted with planted firearms to keep him in indefinite detention. He suffers from ACOS (Asthma-COPD Overlap Syndrome), which has a higher disease burden than either condition alone and makes COPD sufferers like him more susceptible to COVID-19,” Lim said in her letter.
She mentioned that 2 political prisoners — Adelaida Macusang, 61, and Rodrigo Lazar, 44 — have died due to COVID-19.
“Of the 683 political prisoners as of January 2021, 96 are sick with life-threatening illnesses and 58 are elderly—all cramped in the same congested, disease-ridden prison facilities with the rest of the 215,000+ PDLs in the country,” Lim said.
She said 75-year-old political prisoner Jesus Alegre was also rushed to the Ospital ng Muntinlupa, because the “hospital at the New Bilibid Prison Maximum Security Compound is ill-equipped to care for him.”
She said another political prisoner, Elizabeth Estilon, 41, is scheduled to give birth soon.
Last year, COVID-19 clusters were detected in jails and other closed setting while the cases peaked in the Philippines.
READ: COVID-19 clusters in PH up by 500 in less than a month
KAPATID also asked for the specific categories under the priority eligible groups “for full transparency to reassure all sectors and groups how and wherein they are included in the national deployment plan of COVID-19 vaccination, which should have the required standards of safety and efficacy.”"
https://news.abs-cbn.com/business/03/04/21/costs-of-owning-a-dog-magkano-mag-alaga-ng-aso,Costs of owning a dog: Magkano mag-alaga ng aso?,Moneymax.ph,Posted at Mar 04 2021 08:30 AM,"Animal lover ka ba at plano mong mag-ampon ng aso? Gaya ng ibang mahahalagang bagay, there are responsibilities sa pag-aalaga nito.Hindi lang sila pang-post sa IG Stories mo—kailangan nila ng tamang aruga at pagmamahal. Higit sa lahat, kailangan mong gumastos upang mabigyan ng tamang alaga ang iyong bagong baby. Narito ang mga dapat mong paghandaan bilang isang dog owner.For more financial tips, bumisita sa Moneymax website.
Previous
Next
Moneymax.ph"
https://news.abs-cbn.com/business/03/04/21/dole-employers-group-reject-no-vaccination-no-work-policy,"DOLE, employers' group reject 'no vaccination, no work' policy",ABS-CBN News,Posted at Mar 04 2021 08:30 AM | Updated as of Mar 04 2021 08:56 AM,"Commuters line up to board the bus while observing health safety protocol, at the Roosevelt bus station in Quezon City on February 1, 2021. Fernando G. Sepe Jr., ABS-CBN News
MANILA - The supposed ""no vaccination, no work"" policy of some companies is impractical, the labor department and an employers' group said Thursday.
Labor Secretary Silvestre Bello III said his agency would create a department order ""for the guidance of both the employee and the employer.""
""Wala namang ganung polisiya, batas at higit sa lahat hindi praktikal 'yan dahil wala pa tayong sapat na vaccine,"" he told ABS-CBN's Teleradyo.
(There's no such policy or law and most of all it's impractical because we don't have enough vaccines.)
The Employers Confederation of the Philippines also denied that companies were implementing such a policy.
""'Di namin malaman saan nanggaling ang balita na 'yun...Wala. Unang-una hindi praktikal, karamihan sa mga kompanya, 'yung maliit, ay umaasa lang sa bakuna ng gobyerno. Di mo alam kailan darating 'yun at kung gusto magpabakuna ng mga tao talaga,"" ECOP president Sergio Ortiz-Luis Jr said.
(We don't know where those reports came from. It's not practical, many companies, especially small firms, rely on government's vaccines, we don't know when it will arrive and if people want to be inoculated.)
""Yung mga nagimport naman sumusunod lang sa schedule ng gobyerno 'yan so paano maiimpose ang no vaccination, no work.""
(Those who imported only follow the government's schedule so how can we impose no vaccination, no work?)
Companies who have procured their own vaccine supply should not give it to their employees at a cost, Bello added.
""Kung bibili sila sa kanilang inisyatibo, hindi sila pwede magbenta sa kanilang mga empleyado. Unang-una gobyerno naman ang sasagot sa vaccines ng lahat,"" he said.
(If they buy at their own initiative, they can't sell ito to their employees. Government will shoulder vaccines for all.)
""Okay lang (bumili) pero kailangan ibigay nila nang libre. Kung di nila maibigay nang libre, eh 'di wag nilang pilitin ang employee nila na gumamit.""
(It's okay to procure but they should give it for free. If they can't do that, they shouldn't require their employees to take it.)
The private sector, in a tripartite agreement with government and AstraZeneca, has procured 17 million vaccine doses, of which half would be donated to government frontliners.
AstraZeneca COVID-19 vaccines to arrive by early March: official
Watch more in iWantTFC"
https://news.abs-cbn.com/business/03/04/21/vaccinate-more-people-to-really-start-opening-economy-ing-bank-economist,Vaccinate more people to 'really start opening economy:' ING Bank economist,ABS-CBN News,Posted at Mar 04 2021 10:50 AM | Updated as of Mar 04 2021 10:56 AM,"Health workers get inoculated with the Sinovac COVID-19 vaccine at The Medical City in Pasig City on March 03, 2021. Jonathan Cellona, ABS-CBN News/File
MANILA - A prompt rollout of the COVID-19 vaccination program to reach most of the population will fast track the reopening of the economy and pave the wave for recovery, an economist said Thursday.
The impact of the vaccination of most of the population will eventually make its way to the real economy but it will be “slow going” as the Philippines is among the last countries in Asia to start its inoculation drive, ING Bank head of research and chief economist Rob Carnell told ANC.
""It’s going to start working its way to the real economy once you’ve got enough of these vaccines out. You really do need to get a lot of people vaccinated before you’re going to start seeing the number of daily cases falling and the ability then for the government to really start opening the economy,"" Carnell said.
Vaccination will work faster in terms of economic recovery rather than further interest rate and reserve requirement cuts, he said.
The Philippines has received an initial 600,000 doses of China's Sinovac.At least 487,200 doses of AstraZeneca vaccines are also expected to arrive on Thursday night, Palace spokesman Harry Roque earlier said.
Officials have begun inoculating frontliners in the Philippines on Monday.
Philippines begins COVID-19 vaccination drive
Philippines to get 487,000 AstraZeneca COVID-19 shots on Thursday
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/04/21/487200-astrazeneca-covid-19-vaccines-arrive-in-ph-via-covax-facility,"487,200 doses of AstraZeneca COVID-19 vaccines from COVAX Facility arrive in PH",ABS-CBN News,Posted at Mar 04 2021 07:36 PM | Updated as of Mar 05 2021 01:14 AM,"Courtesy of PCOO-OGMPA
MANILA (3rd UPDATE) — The Philippines on Thursday received its first batch of AstraZeneca COVID-19 vaccine supply from the global vaccine-sharing initiative COVAX Facility, a boost in its immunization drive following the arrival of Chinese vaccine CoronaVac earlier this week.
Philippines receives first official supply of COVID-19 vaccines
Philippines begins COVID-19 vaccination drive
The shipment of 487,200 doses touched down in Manila around 7:10 p.m., according to state media. These arrived a few minutes earlier than expected, via a KLM flight from the Netherlands. The plane is currently at the Ninoy Aquino International Airport (NAIA) in Pasay City.
The vaccines were towed to Villamor Air Base's Kalayaan Hall, before they were delivered to a warehouse of Metro Pacific Investment Corp in Marikina City.
President Rodrigo Duterte, officials from the inter-agency task force leading the country's pandemic response, Department of Health (DOH), World Health Organization, and UNICEF Philippines welcomed the vaccine's arrival at NAIA.Duterte appealed to Filipinos to get vaccinated, as the national government aims to further reopen the Philippine economy, which has been battered since March last year by strict lockdowns to curb COVID-19 transmission.“Please get vaccinated against COVID-19 and be the government partner in preventing further spread of the disease. I encourage you to get vaccinated the soonest possible time. These vaccines are safe and they are key to reopening our society,” the President said in a speech at the welcome ceremony.
WHO country representative Rabindra Abeyasinghe said the Philippines should expect another 4.5 million doses of AstraZeneca jabs to arrive in May through the COVAX Facility.
He stressed that the arrival of the COVID-19 shots in the Philippines does not mean Filipinos can be complacent, adding that minimum public health standards — such as wearing of face masks, frequent hand-sanitization and physical distancing — must still be followed.
“Economic revival will still need to be carefully calibrated to prevent future surges of cases to avoid unnecessary loss of lives, and to minimize the need to have lockdowns,” he said in his speech at the ceremony.
The AstraZeneca shots, developed in South Korea, came from Belgium and stopped over at Bangkok before being transported in the country, the health department earlier said.It is the second batch of vaccines to officially reach the country following the arrival of COVID-19 jabs from China's Sinovac last Sunday.The jabs are separate from the 17 million doses that the private sector and local governments procured, presidential adviser for entrepreneurship Joey Concepcion earlier said.
AstraZeneca COVID-19 vaccines to arrive by early March: official
The Philippines is set to get a total of 5.6 million COVID-19 shots from COVAX Facility. The government will pay for one-fourth of these doses, while the rest will be given for free, officials had said.
The WHO-led facility is an initiative that aims to ensure equitable global access to COVID-19 vaccines.
Earlier Thursday, the WHO said over 4.5 million AstraZeneca doses would be delivered to the Philippines from March to May via the vaccine-sharing platform.
WHO: PH to be among biggest recipients of COVAX vaccines, 4.5M AstraZeneca doses coming
Shots developed by UK's AstraZeneca, Pfizer-BioNTech, and Sinovac have emergency use authorization in the Philippines.Regulators have also allowed the ""compassionate use"" of 10,000 doses of vaccine from China's Sinopharm for President Rodrigo Duterte's security detail. Some members of the Presidential Security Group had received the said vaccine as early as September last year despite a lack of authorization from the country's drug regulator.
Incomplete documents delay FDA review of Sinopharm COVID-19 vaccine
The Philippines' vaccine czar, Sec. Carlito Galvez, Jr. said the country is acquiring 161 million doses of various COVID-19 vaccine brands as around 70 million people are being targeted for inoculation to achieve herd immunity against the coronavirus.
Terms sheets have been negotiated with 7 pharmaceutical groups, and the bulk of the vaccines are expected to arrive in the second and third quarters of this year.
The Philippines as of Thursday has recorded 584,667 coronavirus infections, including 12,404 deaths and 37,226 active cases, the highest since October 31.
— With a report from Reuters, Joyce Balancio and Adrian Ayalin, ABS-CBN News"
https://news.abs-cbn.com/news/03/04/21/8559-vaccinated-vs-covid-19-in-philippines-so-far-official,"More than 9,000 vaccinated vs COVID-19 in Philippines so far: official","Jamaine Punzalan, ABS CBN News",Posted at Mar 04 2021 11:51 AM | Updated as of Mar 04 2021 10:21 PM,"Health workers get inoculated with the Sinovac COVID-19 vaccine at The Medical City in Pasig City on March 3, 2021. Jonathan Cellona, ABS-CBN News
MANILA (UPDATE)— More than 9,000 people in the Philippines have been vaccinated so far against the novel coronavirus, a senior Malacañang official said on Thursday.Presidential spokesman Harry Roque said that as of 5 p.m. Wednesday, 9,077 people have already been inoculated with COVID-19 jabs. He said that of that number, 771 were vaccinated on the first day, 2,715 on the second day, and 5,591 on the third day of the country's vaccination program.
These individuals received the first of the 2-shot COVID-19 vaccine from Beijing-based drug maker Sinovac Biotech, in 32 inoculation sites across Metro Manila, Cabinet Secretary Karlo Nograles said in a televised press briefing.
Health workers are on top of the vaccine distribution priority, officials have said.The Philippines on Sunday received 600,000 doses of the Sinovac vaccine CoronaVac. Among the hardest-hit in Asia by the pandemic, the country will receive later Thursday 487,200 doses of the COVID-19 vaccine from Britain's AstraZeneca.
Of the 600,000 Sinovac doses, 189,600 have been delivered to vaccination sites, including 12,000 jabs sent to Davao City and 7,200 to Cebu City, said Nograles. Vaccination activities in these 2 cities will start Thursday, he said.""Vaccines will also be delivered to the rest of the country, as we already have data with regard to the masterlisted population in the country’s 17 regions. As of yesterday, the master listed population stands at 222,783,"" Nograles said.Filipinos who are still wary of receiving the vaccines ""should take their cue"" from medical frontliners who have been inoculated,"" said the official.""Naiintindihan po ng ating mga doktor at mga nars ang kahalagahan ng pagbabakuna laban sa COVID-19... To triumph in the war against COVID-19, every Filipino qualified to receive the vaccine should get vaccinated. Ito po ang inyong armas laban sa COVID-19,"" he added.(Our doctors and nurses understand the importance of COVID-19 vaccination... This is the weapon against COVID-19.)
""Let us keep in mind that we are not safe until everyone is safe.""Don't prejudge Sinovac COVID-19 vaccine, expert group says
FAST FACTS: The COVID-19 vaccination rollout in the Philippines
Watch more in iWantTFC"
